ID,IPO Date,Symbol,Company Name,IPO Price,Current,Return
1258,"Oct 2, 2020",CCCC,C4 Therapeutics,$19.00,$32.42,70.63%
1259,"Oct 1, 2020",AVO,Mission Produce,$12.00,$17.78,48.17%
1260,"Oct 1, 2020",RCHG,Recharge Acquisition,$10.00,$9.89,-1.10%
1261,"Oct 1, 2020",LUNG,Pulmonx,$19.00,$32.13,69.11%
1262,"Oct 1, 2020",THRY,Thryv Holdings,$10.17,$37.03,264.11%
1263,"Oct 1, 2020",LXEH,Lixiang Education Holding Co.,$9.25,$9.00,-2.70%
1264,"Oct 1, 2020",AGC,Altimeter Growth,$10.00,$11.01,10.10%
1265,"Oct 1, 2020",IMPX,AEA-Bridges Impact,$10.00,$9.99,-0.10%
1266,"Oct 1, 2020",IGAC,IG Acquisition,$10.00,$9.83,-1.70%
1267,"Sep 30, 2020",CD,Chindata Group Holdings,$13.50,$6.65,-50.74%
1268,"Sep 30, 2020",QELL,Qell Acquisition,$10.00,$9.41,-5.90%
1269,"Sep 30, 2020",BQ,Boqii Holding,$10.00,$0.93,-90.70%
1270,"Sep 30, 2020",YALA,Yalla Group,$7.50,$6.44,-14.13%
1271,"Sep 30, 2020",FGNA,FG New America Acquisition,$10.00,$9.97,-0.30%
1272,"Sep 30, 2020",CLII,Climate Change Crisis Real Impact I Acquisition,$10.00,$14.36,43.60%
1273,"Sep 30, 2020",ASAN,Asana,$21.00,$79.94,280.67%
1274,"Sep 30, 2020",VSPR,Vesper Healthcare Acquisition,$10.00,$12.49,24.90%
1275,"Sep 30, 2020",PLTR,Palantir Technologies,$7.25,$18.90,160.69%
1276,"Sep 29, 2020",ORPH,Orphazyme,$11.00,$2.94,-73.27%
1277,"Sep 25, 2020",FTIV,FinTech Acquisition IV,$10.00,$13.28,32.80%
1278,"Sep 25, 2020",AMST,Amesite,$5.00,$1.14,-77.20%
1279,"Sep 25, 2020",GLSI,Greenwich LifeSciences,$5.75,$27.76,382.78%
1280,"Sep 25, 2020",VIAO,VIA optronics AG,$15.00,$6.83,-54.47%
1281,"Sep 25, 2020",SYTA,Siyata Mobile,$7.25,$3.20,-55.86%
1282,"Sep 25, 2020",PMVP,PMV Pharmaceuticals,$18.00,$23.25,29.17%
1283,"Sep 25, 2020",VACQ,Vector Acquisition,$10.00,$11.57,15.70%
1284,"Sep 25, 2020",GRAY,Graybug Vision,$16.00,$2.03,-87.31%
1285,"Sep 25, 2020",PRLD,Prelude Therapeutics,$19.00,$13.67,-28.05%
1286,"Sep 24, 2020",TSHA,Taysha Gene Therapies,$20.00,$13.52,-32.40%
1287,"Sep 24, 2020",PDAC,Peridot Acquisition,$10.00,$11.23,12.30%
1288,"Sep 23, 2020",BSY,Bentley Systems,$22.00,$49.57,125.32%
1289,"Sep 23, 2020",ASPL,Aspirational Consumer Lifestyle,$10.00,$9.93,-0.70%
1290,"Sep 23, 2020",CRSR,Corsair Gaming,$17.00,$21.56,26.82%
1291,"Sep 23, 2020",VIH,VPC Impact Acquisition Holdings,$10.00,$9.36,-6.40%
1292,"Sep 23, 2020",LSF,Laird Superfood,$22.00,$13.00,-40.91%
1293,"Sep 23, 2020",ACTC,ArcLight Clean Transition,$10.00,$18.09,80.90%
1294,"Sep 23, 2020",GDRX,GoodRx Holdings,$33.00,$35.83,8.58%
1295,"Sep 22, 2020",FCAC,Falcon Capital Acquisition,$10.00,$9.00,-10.00%
1296,"Sep 22, 2020",PMVC,PMV Consumer Acquisition,$10.00,$9.79,-2.10%
1297,"Sep 18, 2020",CMPS,COMPASS Pathways,$17.00,$23.94,40.82%
1298,"Sep 18, 2020",NMMC,North Mountain Merger,$10.00,$9.80,-2.00%
1299,"Sep 18, 2020",AHAC,Alpha Healthcare Acquisition,$10.00,$10.96,9.60%
1300,"Sep 18, 2020",U,Unity Software,$52.00,$145.84,180.46%
1301,"Sep 18, 2020",VTRU,Vitru,$16.00,$13.30,-16.88%
1302,"Sep 18, 2020",ATHA,Athira Pharma,$17.00,$12.43,-26.88%
1303,"Sep 17, 2020",RTP,Reinvent Technology Partners,$10.00,$10.03,0.30%
1304,"Sep 17, 2020",PTVE,Pactiv Evergreen,$14.00,$12.37,-11.64%
1305,"Sep 17, 2020",STWO,ACON S2 Acquisition,$10.00,$8.21,-17.90%
1306,"Sep 17, 2020",BNL,Broadstone Net Lease,$17.00,$23.96,40.94%
1307,"Sep 17, 2020",SUMO,Sumo Logic,$22.00,$13.99,-36.41%
1308,"Sep 17, 2020",AMWL,American Well,$18.00,$6.40,-64.44%
1309,"Sep 17, 2020",DYN,Dyne Therapeutics,$19.00,$12.40,-34.74%
1310,"Sep 17, 2020",OACB,Oaktree Acquisition II,$10.00,$9.90,-1.00%
1311,"Sep 16, 2020",STEP,StepStone Group,$18.00,$39.25,118.06%
1312,"Sep 16, 2020",ENPC,Executive Network Partnering,$25.00,$9.82,-60.72%
1313,"Sep 16, 2020",SNOW,Snowflake,$120.00,$354.82,195.68%
1314,"Sep 16, 2020",EQD,Equity Distribution Acquisition,$10.00,$9.81,-1.90%
1315,"Sep 16, 2020",MTCR,Metacrine,$13.00,$1.01,-92.23%
1316,"Sep 16, 2020",FROG,JFrog,$44.00,$30.01,-31.80%
1317,"Sep 15, 2020",OM,Outset Medical,$27.00,$44.74,65.70%
1318,"Sep 15, 2020",SBG,Sandbridge Acquisition,$10.00,$8.84,-11.60%
1319,"Sep 15, 2020",SAII,"Software Acquisition Group, Inc. II",$10.00,$8.98,-10.20%
1320,"Sep 11, 2020",TWCT,TWC Tech Holdings II,$10.00,$10.06,0.60%
1321,"Sep 11, 2020",SNPR,Tortoise Acquisition II,$10.00,$9.30,-7.00%
1322,"Sep 11, 2020",BSN,Broadstone Acquisition,$10.00,$10.68,6.80%
1323,"Sep 11, 2020",LSPD,Lightspeed Commerce,$30.50,$41.85,37.21%
1324,"Sep 11, 2020",LEAP,Ribbit LEAP,$10.00,$10.02,0.20%
1325,"Sep 10, 2020",SVAC,Starboard Value Acquisition,$10.00,$9.55,-4.50%
1326,"Sep 10, 2020",NSH,NavSight Holdings,$10.00,$9.41,-5.90%
1327,"Sep 10, 2020",PIAI,Prime Impact Acquisition I,$10.00,$9.80,-2.00%
1328,"Sep 9, 2020",ITAC,Industrial Tech Acquisitions,$10.00,$8.20,-18.00%
1329,"Sep 9, 2020",CRHC,Cohn Robbins Holdings,$10.00,$9.83,-1.70%
1330,"Sep 6, 2020",HEC,Hudson Executive Investment,$10.00,$8.52,-14.80%
1331,"Sep 4, 2020",TWND,Tailwind Acquisition,$10.00,$9.82,-1.80%
1332,"Sep 4, 2020",CAPA,HighCape Capital Acquisition,$10.00,$10.68,6.80%
1333,"Sep 3, 2020",BCTG,BCTG Acquisition,$10.00,$10.20,2.00%
1334,"Sep 3, 2020",INAQ,INSU Acquisition II,$10.00,$18.00,80.00%
1335,"Sep 2, 2020",CMLF,CM Life Sciences,$10.00,$11.60,16.00%
1336,"Sep 1, 2020",PRFX,PainReform,$8.00,$1.54,-80.75%
1337,"Aug 31, 2020",AUVI,Applied UV,$5.00,$5.09,1.80%
1338,"Aug 28, 2020",HCDI,Harbor Custom Development,$6.00,$2.80,-53.33%
1339,"Aug 28, 2020",GP,GreenPower Motor Company,$20.00,$11.55,-42.25%
1340,"Aug 27, 2020",BTAQ,Burgundy Technology Acquisition,$10.00,$9.99,-0.10%
1341,"Aug 27, 2020",XPEV,XPeng,$15.00,$43.77,191.80%
1342,"Aug 27, 2020",CFII,CF Finance Acquisition II,$10.00,$9.19,-8.10%
1343,"Aug 26, 2020",FTOC,FTAC Olympus Acquisition,$10.00,$10.76,7.60%
1344,"Aug 21, 2020",FST,FAST Acquisition,$10.00,$10.15,1.50%
1345,"Aug 21, 2020",NNOX,Nano-X Imaging,$18.00,$18.62,3.44%
1346,"Aug 21, 2020",HZAC,Horizon Acquisition,$10.00,$12.29,22.90%
1347,"Aug 21, 2020",CLA,Colonnade Acquisition,$10.00,$12.00,20.00%
1348,"Aug 21, 2020",KYMR,Kymera Therapeutics,$20.00,$58.69,193.45%
1349,"Aug 19, 2020",INBX,Inhibrx,$17.00,$41.97,146.88%
1350,"Aug 19, 2020",BFT,Foley Trasimene Acquisition II,$10.00,$15.10,51.00%
1351,"Aug 19, 2020",HRMY,Harmony Biosciences Holdings,$24.00,$41.66,73.58%
1352,"Aug 18, 2020",AONE,One,$10.00,$8.56,-14.40%
1353,"Aug 18, 2020",NGA,Northern Genesis Acquisition,$10.00,$16.17,61.70%
1354,"Aug 18, 2020",FIII,Forum Merger III,$10.00,$10.19,1.90%
1355,"Aug 18, 2020",STPK,Star Peak Energy Transition,$10.00,$26.61,166.10%
1356,"Aug 14, 2020",DCT,Duck Creek Technologies,$27.00,$29.94,10.89%
1357,"Aug 14, 2020",DMYD,"dMY Technology Group, Inc. II",$10.00,$16.21,62.10%
1358,"Aug 14, 2020",LCAP,Lionheart Acquisition II,$10.00,$9.95,-0.50%
1359,"Aug 14, 2020",DGNR,Dragoneer Growth Opportunities,$10.00,$9.26,-7.40%
1360,"Aug 14, 2020",CVAC,CureVac,$16.00,$38.89,143.06%
1361,"Aug 13, 2020",RBAC,RedBall Acquisition,$10.00,$9.90,-1.00%
1362,"Aug 13, 2020",NTST,NetSTREIT,$18.00,$21.40,18.89%
1363,"Aug 13, 2020",BEKE,KE Holdings,$20.00,$19.35,-3.25%
1364,"Aug 12, 2020",FSDC,FS Development,$10.00,$12.66,26.60%
1365,"Aug 12, 2020",FAII,Fortress Value Acquisition II,$10.00,$10.28,2.80%
1366,"Aug 12, 2020",KBNT,Kubient,$5.00,$3.11,-37.80%
1367,"Aug 7, 2020",VMAC,Vistas Media Acquisition Company,$10.00,$10.16,1.55%
1368,"Aug 7, 2020",FRLN,Freeline Therapeutics Holdings,$18.00,$2.08,-88.44%
1369,"Aug 7, 2020",CMPI,Checkmate Pharmaceuticals,$15.00,$3.04,-79.73%
1370,"Aug 7, 2020",IBEX,IBEX Limited,$19.00,$13.43,-29.32%
1371,"Aug 7, 2020",ARYA,ARYA Sciences Acquisition III,$10.00,$11.16,11.60%
1372,"Aug 6, 2020",KSMT,Kismet Acquisition One,$10.00,$10.49,4.90%
1373,"Aug 6, 2020",OSH,Oak Street Health,$21.00,$34.20,62.86%
1374,"Aug 6, 2020",GRSV,Gores Holdings V,$10.00,$10.59,5.90%
1375,"Aug 6, 2020",AFIB,Acutus Medical,$18.00,$3.61,-79.94%
1376,"Aug 6, 2020",RKT,Rocket Companies,$18.00,$14.82,-17.67%
1377,"Aug 5, 2020",RXT,Rackspace Technology,$21.00,$13.79,-34.33%
1378,"Aug 5, 2020",GOAC,GO Acquisition,$10.00,$9.83,-1.70%
1379,"Aug 5, 2020",BIGC,BigCommerce Holdings,$24.00,$38.38,59.92%
1380,"Aug 5, 2020",HOL,Holicity,$10.00,$12.35,23.50%
1381,"Aug 5, 2020",BOWX,BowX Acquisition,$10.00,$10.38,3.80%
1382,"Aug 4, 2020",HSAQ,Health Sciences Acquisitions Corp. 2,$10.00,$9.84,-1.60%
1383,"Aug 4, 2020",YAC,Yucaipa Acquisition,$10.00,$9.93,-0.70%
1384,"Jul 31, 2020",PRPB,CC Neuberger Principal Holdings II,$10.00,$9.85,-1.50%
1385,"Jul 31, 2020",NHIC,NewHold Investment,$10.00,$9.55,-4.50%
1386,"Jul 31, 2020",ETAC,E.merge Technology Acquisition,$10.00,$9.83,-1.70%
1387,"Jul 31, 2020",VSTA,Vasta Platform,$19.00,$3.77,-80.16%
1388,"Jul 31, 2020",GOED,1847 Goedeker,$9.00,$2.58,-71.33%
1389,"Jul 31, 2020",VITL,Vital Farms,$22.00,$16.70,-24.09%
1390,"Jul 31, 2020",FTHM,Fathom Holdings,$10.00,$18.17,81.70%
1391,"Jul 30, 2020",LI,Li Auto,$11.50,$29.97,160.61%
1392,"Jul 30, 2020",CCIV,Churchill Capital IV,$10.00,$24.25,142.50%
1393,"Jul 30, 2020",ALVR,AlloVir,$17.00,$14.38,-15.41%
1394,"Jul 29, 2020",VERX,Vertex,$19.00,$17.15,-9.74%
1395,"Jul 28, 2020",ACEV,ACE Convergence Acquisition,$10.00,$9.96,-0.40%
1396,"Jul 24, 2020",ITOS,iTeos Therapeutics,$19.00,$45.05,137.11%
1397,"Jul 24, 2020",NRIX,Nurix Therapeutics,$19.00,$29.30,54.21%
1398,"Jul 24, 2020",ACND,Ascendant Digital Acquisition,$10.00,$9.52,-4.80%
1399,"Jul 24, 2020",GRCY,Greencity Acquisition,$10.00,$10.32,3.20%
1400,"Jul 24, 2020",INZY,Inozyme Pharma,$16.00,$6.81,-57.44%
1401,"Jul 24, 2020",ANNX,Annexon,$17.00,$12.38,-27.18%
1402,"Jul 23, 2020",ERES,East Resources Acquisition Co.,$10.00,$9.85,-1.50%
1403,"Jul 23, 2020",MEG,Montrose Environmental Group,$15.00,$69.61,364.07%
1404,"Jul 23, 2020",EDTK,Skillful Craftsman Education Technology,$5.00,$0.96,-80.80%
1405,"Jul 22, 2020",JAMF,Jamf Holding,$26.00,$37.17,42.96%
1406,"Jul 22, 2020",PSAC,Property Solutions Acquisition,$10.00,$13.78,37.80%
1407,"Jul 22, 2020",PSTH,Pershing Square Tontine Holdings,$20.00,$19.71,-1.45%
1408,"Jul 17, 2020",PAND,Pandion Therapeutics,$18.00,$60.05,233.61%
1409,"Jul 17, 2020",RNLX,Renalytix,$13.50,$15.45,14.44%
1410,"Jul 17, 2020",ALXO,ALX Oncology Holdings,$19.00,$22.91,20.58%
1411,"Jul 17, 2020",DFHT,Deerfield Healthcare Technology Acquisitions,$10.00,$14.92,49.20%
1412,"Jul 17, 2020",BLI,Berkeley Lights,$22.00,$20.63,-6.23%
1413,"Jul 16, 2020",TIG,Trean Insurance Group,$15.00,$8.40,-44.00%
1414,"Jul 16, 2020",RLAY,Relay Therapeutics,$20.00,$31.07,55.35%
1415,"Jul 15, 2020",DEH,D8 Holdings,$10.00,$11.57,15.70%
1416,"Jul 15, 2020",MLAC,Malacca Straits Acquisition Company,$10.00,$9.98,-0.20%
1417,"Jul 15, 2020",HPX,HPX Corp.,$10.00,$9.86,-1.40%
1418,"Jul 15, 2020",GOCO,GoHealth,$21.00,$3.55,-83.10%
1419,"Jul 14, 2020",NCNO,nCino,$31.00,$57.43,85.26%
1420,"Jul 14, 2020",AACQ,Artius Acquisition,$10.00,$9.99,-0.10%
1421,"Jul 13, 2020",PTK,PTK Acquisition,$10.00,$7.28,-27.20%
1422,"Jul 10, 2020",PSTX,Poseida Therapeutics,$16.00,$6.90,-56.88%
1423,"Jul 10, 2020",QH,Quhuo,$10.00,$0.80,-91.96%
1424,"Jul 10, 2020",NKTX,Nkarta,$18.00,$14.91,-17.17%
1425,"Jul 10, 2020",IVA,Inventiva,$14.40,$13.25,-7.99%
1426,"Jul 8, 2020",TXAC,Therapeutics Acquisition,$10.00,$12.96,29.60%
1427,"Jul 8, 2020",RACA,Therapeutics Acquisition,$10.00,$10.27,2.74%
1428,"Jul 8, 2020",BLCT,BlueCity Holdings,$16.00,$1.48,-90.75%
1429,"Jul 2, 2020",CPSR,Capstar Special Purpose Acquisition,$10.00,$9.95,-0.50%
1430,"Jul 2, 2020",ACCD,Accolade,$22.00,$24.89,13.14%
1431,"Jul 2, 2020",LMND,Lemonade,$29.00,$45.83,58.03%
1432,"Jul 1, 2020",DNB,Dun & Bradstreet Holdings,$22.00,$19.59,-10.95%
1433,"Jul 1, 2020",PANA,Panacea Acquisition,$10.00,$10.42,4.20%
1434,"Jun 30, 2020",GSAH,GS Acquisition Holdings II,$10.00,$10.26,2.60%
1435,"Jun 30, 2020",ADTX,Aditx,$9.00,$0.63,-93.02%
1436,"Jun 26, 2020",FUSN,Fusion Pharmaceuticals,$17.00,$5.00,-70.59%
1437,"Jun 26, 2020",PYPD,PolyPid,$16.00,$5.87,-63.31%
1438,"Jun 26, 2020",FUSE,Fusion Acquisition,$10.00,$10.00,0.00%
1439,"Jun 26, 2020",ACI,Albertsons Companies,$16.00,$29.84,86.50%
1440,"Jun 26, 2020",EBON,Ebang International Holdings,$5.23,$1.08,-79.35%
1441,"Jun 26, 2020",API,Agora,$20.00,$16.89,-15.55%
1442,"Jun 26, 2020",KCAC,Kensington Capital Acquisition,$10.00,$23.50,135.00%
1443,"Jun 26, 2020",AKUS,Akouos,$17.00,$8.44,-50.35%
1444,"Jun 24, 2020",BRLI,Brilliant Acquisition,$10.00,$10.18,1.80%
1445,"Jun 19, 2020",FMTX,Forma Therapeutics Holdings,$20.00,$14.45,-27.75%
1446,"Jun 19, 2020",NUZE,NuZee,$9.00,$4.35,-51.67%
1447,"Jun 19, 2020",GTH,Genetron Holdings,$16.00,$6.50,-59.38%
1448,"Jun 19, 2020",RPTX,Repare Therapeutics,$20.00,$21.78,8.90%
1449,"Jun 19, 2020",PROG,Progenity,$15.00,$2.43,-83.80%
1450,"Jun 17, 2020",TREB,Trebia Acquisition,$10.00,$9.93,-0.70%
1451,"Jun 16, 2020",RPRX,Royalty Pharma,$28.00,$39.22,40.07%
1452,"Jun 12, 2020",BNR,Burning Rock Biotech,$16.50,$10.74,-34.91%
1453,"Jun 12, 2020",RNA,Avidity Biosciences,$18.00,$24.14,34.11%
1454,"Jun 12, 2020",PCVX,Vaxcyte,$16.00,$23.02,43.88%
1455,"Jun 12, 2020",GBIO,Generation Bio Co.,$19.00,$7.63,-59.84%
1456,"Jun 12, 2020",AZEK,The AZEK Company,$23.00,$42.99,86.91%
1457,"Jun 11, 2020",LTRN,Lantern Pharma,$15.00,$7.47,-50.20%
1458,"Jun 10, 2020",UCL,uCloudlink Group,$18.00,$2.81,-84.39%
1459,"Jun 9, 2020",VRM,Vroom,$22.00,$11.16,-49.27%
1460,"Jun 5, 2020",FOUR,Shift4 Payments,$23.00,$60.80,164.35%
1461,"Jun 5, 2020",DADA,Dada Nexus,$16.00,$14.33,-10.44%
1462,"Jun 5, 2020",ARYB,ARYA Sciences Acquisition II,$10.00,$10.10,1.00%
1463,"Jun 5, 2020",AMTI,Applied Molecular Transport,$14.00,$13.52,-3.43%
1464,"Jun 5, 2020",MCAC,Mountain Crest Acquisition,$10.00,$13.34,33.40%
1465,"Jun 5, 2020",CALT,Calliditas Therapeutics AB,$19.50,$24.77,27.03%
1466,"Jun 5, 2020",LEGN,Legend Biotech,$23.00,$48.68,111.65%
1467,"Jun 4, 2020",ZI,ZoomInfo Technologies,$21.00,$64.58,207.52%
1468,"Jun 3, 2020",PLRX,Pliant Therapeutics,$16.00,$15.29,-4.44%
1469,"Jun 3, 2020",WMG,Warner Music Group,$25.00,$41.96,67.84%
1470,"May 27, 2020",WPF,Foley Trasimene Acquisition,$10.00,$9.75,-2.50%
1471,"May 22, 2020",NARI,Inari Medical,$19.00,$85.02,347.47%
1472,"May 21, 2020",SLQT,SelectQuote,$20.00,$8.98,-55.10%
1473,"May 21, 2020",LGVW,Longview Acquisition,$10.00,$23.05,130.50%
1474,"May 20, 2020",BMRG,B. Riley Principal Merger II,$10.00,$10.68,6.80%
1475,"May 15, 2020",ADCT,ADC Therapeutics,$19.00,$20.35,7.11%
1476,"May 15, 2020",NOVS,Novus Capital,$10.00,$24.95,149.50%
1477,"May 14, 2020",JWS,Jaws Acquisition,$10.00,$14.75,47.50%
1478,"May 14, 2020",GIK,GigCapital3,$10.00,$7.82,-21.80%
1479,"May 8, 2020",CLEU,China Liberal Education Holdings,$6.00,$1.26,-79.00%
1480,"May 8, 2020",AYLA,Ayala Pharmaceuticals,$15.00,$8.84,-41.08%
1481,"May 8, 2020",KC,Kingsoft Cloud Holdings,$17.00,$16.05,-5.59%
1482,"May 6, 2020",SOAC,Sustainable Opportunities Acquisition,$10.00,$10.62,6.20%
1483,"May 6, 2020",LOAK,Live Oak Acquisition,$10.00,$24.20,142.00%
1484,"May 5, 2020",ROCH,Roth CH Acquisition I,$10.00,$28.90,189.00%
1485,"May 5, 2020",GAN,GAN Limited,$8.50,$8.89,4.59%
1486,"May 1, 2020",CGRO,Collective Growth,$10.00,$9.75,-2.50%
1487,"May 1, 2020",LYRA,Lyra Therapeutics,$16.00,$4.83,-69.81%
1488,"Apr 30, 2020",FVAC,Fortress Value Acquisition,$10.00,$14.39,43.90%
1489,"Apr 28, 2020",IPOB,Social Capital Hedosophia II,$10.00,$29.50,195.00%
1490,"Apr 24, 2020",ORIC,Oric Pharmaceuticals,$16.00,$16.72,4.50%
1491,"Apr 24, 2020",CHAQ,Chardan Healthcare Acquisition 2,$10.00,$8.41,-15.90%
1492,"Apr 24, 2020",PCPL,CC Neuberger Principal Holdings I,$10.00,$10.98,9.80%
1493,"Apr 22, 2020",IPOC,Social Capital Hedosophia Holdings III,$10.00,$16.02,60.20%
1494,"Apr 8, 2020",KROS,Keros Therapeutics,$16.00,$54.56,241.00%
1495,"Apr 3, 2020",ZNTL,Zentalis Pharmaceuticals,$18.00,$80.96,349.78%
1496,"Apr 1, 2020",WIMI,WiMi Hologram Cloud,$5.50,$3.16,-42.55%
1497,"Mar 12, 2020",IMRA,IMARA,$16.00,$2.27,-85.81%
1498,"Mar 11, 2020",DFPH,DFP Healthcare Acquisitions,$10.00,$10.98,9.80%
1499,"Mar 6, 2020",FEAC,Flying Eagle Acquisition,$10.00,$17.68,76.80%
1500,"Mar 6, 2020",LSAC,LifeSci Acquisition,$10.00,$19.00,90.00%
1501,"Mar 3, 2020",GFL,GFL Environmental,$19.00,$36.52,92.21%
1502,"Feb 28, 2020",PASG,Passage Bio,$18.00,$6.63,-63.17%
1503,"Feb 24, 2020",ZCMD,Zhongchao,$4.00,$1.81,-54.75%
1504,"Feb 21, 2020",DMYT,dMY Technology Group,$10.00,$22.76,127.60%
1505,"Feb 20, 2020",ESSC,East Stone Acquisition,$10.00,$10.65,6.50%
1506,"Feb 14, 2020",NBAC,Newborn Acquisition,$10.00,$15.52,55.20%
1507,"Feb 14, 2020",CCXX,Churchill Capital III,$10.00,$9.84,-1.60%
1508,"Feb 13, 2020",ZGYH,Yunhong International,$10.00,$10.28,2.80%
1509,"Feb 13, 2020",MEDS,TRxADE HEALTH,$6.50,$2.80,-56.92%
1510,"Feb 13, 2020",RVMD,Revolution Medicines,$17.00,$25.88,52.24%
1511,"Feb 13, 2020",GRIL,Muscle Maker,$5.00,$0.79,-84.24%
1512,"Feb 12, 2020",HUIZ,Huize Holding,$10.50,$1.45,-86.19%
1513,"Feb 11, 2020",GNRS,Greenrose Acquisition,$10.00,$3.18,-68.20%
1514,"Feb 11, 2020",CCAC,CITIC Capital Acquisition,$10.00,$10.00,0.00%
1515,"Feb 7, 2020",NREF,NexPoint Real Estate Finance,$19.00,$19.17,0.89%
1516,"Feb 7, 2020",ONEW,OneWater Marine,$12.00,$51.71,330.92%
1517,"Feb 7, 2020",PFHD,Professional Holding,$18.50,$19.05,2.97%
1518,"Feb 6, 2020",BEAM,Beam Therapeutics,$17.00,$86.35,407.94%
1519,"Feb 6, 2020",PPD,"PPD, Inc.",$27.00,$47.28,75.11%
1520,"Feb 6, 2020",SDGR,Schrodinger,$17.00,$36.69,115.82%
1521,"Feb 6, 2020",CSPR,Casper Sleep,$12.00,$6.69,-44.25%
1522,"Jan 31, 2020",ONEM,1Life Healthcare,$14.00,$17.25,23.21%
1523,"Jan 31, 2020",ARQT,Arcutis Biotherapeutics,$17.00,$17.77,4.53%
1524,"Jan 31, 2020",REYN,Reynolds Consumer Products,$26.00,$30.35,16.73%
1525,"Jan 30, 2020",BDTX,Black Diamond Therapeutics,$19.00,$5.55,-70.79%
1526,"Jan 30, 2020",ANPC,AnPac Bio-Medical Science Co.,$12.00,$1.07,-91.08%
1527,"Jan 29, 2020",ANVS,Annovis Bio,$6.00,$20.34,239.00%
1528,"Jan 24, 2020",SCVX,SCVX Corp.,$10.00,$9.98,-0.20%
1529,"Jan 24, 2020",GHIV,Gores Holdings IV,$10.00,$11.54,15.40%
1530,"Jan 17, 2020",VEL,Velocity Financial,$13.00,$12.91,-0.69%
1531,"Jan 17, 2020",DNK,Phoenix Tree Holdings,$13.50,$2.37,-82.44%
1532,"Jan 17, 2020",LIZI,Lizhi,$11.00,$1.70,-84.55%
1533,"Jan 17, 2020",IMAB,I-Mab,$14.00,$48.10,243.57%
1534,"Dec 30, 2019",MKD,Molecular Data,$5.38,$0.23,-95.63%
1535,"Dec 19, 2019",MNPR,Monopar Therapeutics,$8.00,$3.94,-50.75%
1536,"Dec 19, 2019",INDO,Indonesia Energy,$11.00,$2.96,-73.09%
1537,"Dec 13, 2019",OCFT,OneConnect Financial Technology Co.,$10.00,$2.40,-76.00%
1538,"Dec 13, 2019",CIIC,CIIG Merger,$10.00,$21.60,116.00%
1539,"Dec 13, 2019",HCCO,Healthcare Merger,$10.00,$8.97,-10.30%
1540,"Dec 13, 2019",SPT,Sprout Social,$17.00,$93.82,451.88%
1541,"Dec 12, 2019",BILL,Bill.com Holdings,$22.00,$256.29,1064.95%
1542,"Dec 12, 2019",EH,EHang Holdings,$12.50,$15.83,26.64%
1543,"Dec 11, 2019",LIVK,LIV Capital Acquisition,$10.00,$10.30,3.00%
1544,"Dec 11, 2019",XP,XP Inc.,$27.00,$29.49,9.22%
1545,"Dec 5, 2019",LMPX,LMP Automotive Holdings,$5.00,$7.17,43.40%
1546,"Nov 26, 2019",ALUS,Alussa Energy Acquisition,$10.00,$9.50,-5.00%
1547,"Nov 22, 2019",PTAC,PropTech Acquisition,$10.00,$14.81,48.10%
1548,"Nov 22, 2019",PINE,Alpine Income Property Trust,$19.00,$18.82,-0.95%
1549,"Nov 22, 2019",CHPM,CHP Merger,$10.00,$10.10,1.00%
1550,"Nov 21, 2019",GRNV,Greenvision Acquisition,$10.00,$8.14,-18.60%
1551,"Nov 21, 2019",CAN,Canaan,$9.00,$5.16,-42.67%
1552,"Nov 21, 2019",SITM,SiTime,$13.00,$272.84,1998.77%
1553,"Nov 20, 2019",AMHC,Amplitude Healthcare Acquisition,$10.00,$15.12,51.20%
1554,"Nov 20, 2019",SAQN,Software Acquisition Group,$10.00,$10.10,1.00%
1555,"Nov 13, 2019",YAYO,"EVmo, Inc.",$4.00,$0.61,-84.77%
1556,"Nov 11, 2019",ETNB,89bio,$16.00,$12.40,-22.50%
1557,"Nov 8, 2019",JIH,Juniper Industrial Holdings,$10.00,$13.19,31.90%
1558,"Nov 8, 2019",SRAC,Stable Road Acquisition,$10.00,$10.97,9.70%
1559,"Nov 8, 2019",KRKR,36Kr Holdings,$14.50,$1.18,-91.86%
1560,"Nov 8, 2019",CNSP,CNS Pharmaceuticals,$4.00,$0.91,-77.20%
1561,"Nov 8, 2019",TELA,TELA Bio,$13.00,$12.80,-1.54%
1562,"Nov 8, 2019",MOHO,ECMOHO,$10.00,$0.45,-95.52%
1563,"Nov 7, 2019",GRTX,Galera Therapeutics,$12.00,$4.41,-63.25%
1564,"Nov 7, 2019",DFNS,LGL Systems Acquisition,$10.00,$13.84,38.40%
1565,"Nov 7, 2019",CNTG,Centogene,$14.00,$5.17,-63.07%
1566,"Nov 7, 2019",SI,Silvergate Capital,$12.00,$144.07,1100.58%
1567,"Nov 5, 2019",QK,Q&K International Group,$17.00,$0.42,-97.50%
1568,"Nov 5, 2019",MCMJ,Merida Merger I,$10.00,$9.98,-0.20%
1569,"Nov 1, 2019",SFTW,Osprey Technology Acquisition,$10.00,$11.41,14.10%
1570,"Nov 1, 2019",FSRV,Finserv Acquisition,$10.00,$14.52,45.20%
1571,"Nov 1, 2019",DUO,Fangdd Network Group,$13.00,$0.51,-96.08%
1572,"Oct 31, 2019",OYST,Oyster Point Pharma,$16.00,$15.55,-2.81%
1573,"Oct 31, 2019",RAPT,Rapt Therapeutics,$12.00,$33.06,175.50%
